mol_id,true_gap,schnet_prediction,lightgbm_prediction,schnet_absolute_error,lightgbm_absolute_error,n_atoms,scaffold,schnet_error_improvement,structure_group
108428,0.1745,0.16944616,0.1993407144459004,0.005053848,0.024840710988831005,16,c1ccoc1,0.019786862960648022,cyclic
20175,0.3063,0.31284365,0.30205945112384786,0.0065436363,0.004240563133583175,18,[C@H2]1OC2[C@@H2][C@@H]12,-0.0023030731884383093,cyclic
107975,0.2559,0.24686599,0.2580152241532092,0.009034008,0.002115228587794782,12,c1cn[nH]n1,-0.006918779199909686,cyclic
102652,0.2852,0.30314618,0.29004766959216544,0.017946184,0.004847669782900299,17,C1C2[C@H]3O[C@@H]1[C@@H2][C@@H]23,-0.013098513898587738,cyclic
69447,0.2695,0.27346686,0.26205277094546386,0.003966868,0.007447216418351443,17,C1=N[C@@H]2[C@@H2][C@@H2][C@@H]([C@H2]2)O1,0.003480348494614871,cyclic
85784,0.2275,0.20232315,0.22173963902054888,0.025176853,0.005760367535962041,18,C1[C@@H]2[C@H]1[C@@H]1N[C@H]21,-0.01941648540555102,cyclic
76330,0.2769,0.27568284,0.2752876062209848,0.0012171566,0.0016123871986624128,20,[C@@H2]1[C@@H2][C@@H]2[C@H2]C12,0.0003952305500265485,cyclic
51552,0.3272,0.31828237,0.32108905228219137,0.00891763,0.006110943235539346,21,C1[C@H2][C@H]2O[C@@H]12,-0.002806686483241172,cyclic
87236,0.2843,0.3111381,0.2768599135612212,0.026838094,0.007440085914257932,17,C1[C@H2]O1,-0.01939800808179004,cyclic
28423,0.1617,0.17838332,0.18284742786733515,0.016683325,0.02114743246881373,16,c1c[nH+]ccn1,0.0044641072973430895,cyclic
1939,0.2179,0.21424358,0.22075321270079065,0.0036564171,0.002853219638771304,16,c1cnoc1,-0.0008031974926526464,cyclic
69291,0.2388,0.2105055,0.21976395809923943,0.028294504,0.019036046025401987,14,[C@@H2]1[C@@H]2[C@@H2]N1c1nonc12,-0.009258457663410269,cyclic
99074,0.2122,0.19947377,0.2009032913075989,0.012726232,0.01129670957454984,15,C1=N[C@H2]c2c[nH]nc21,-0.0014295228349273936,cyclic
102239,0.2222,0.21720189,0.2123822304023546,0.0049981177,0.009817775844212173,16,c1cn[nH]c1,0.00481965815889418,cyclic
115436,0.319,0.32044023,0.31592902355189106,0.001440227,0.0030709821701548345,21,[C@@H2]1[C@@H2]O[C@@H]2[C@H2][C@H2][C@@]23[C@H2][C@@H]13,0.0016307551384470709,cyclic
49528,0.2116,0.21767913,0.22977358442727405,0.0060791224,0.018173578800595586,19,C1=C[C@@H2][C@H2]C1,0.012094456376469914,cyclic
103578,0.1884,0.18921036,0.202478207048016,0.00081035495,0.01407820671422999,16,O=C1[C@H2][N@@H+]2CC12,0.013267851766186167,cyclic
91792,0.3035,0.32799268,0.32044620963639453,0.024492681,0.016946212974254637,23,[C@@H2]1[C@@H2]C(C2[C@H2][C@@H2]2)[C@@H2]1,-0.007546468052204103,cyclic
22213,0.3222,0.32961085,0.30171290707878534,0.007410854,0.020487093207316953,20,[C@H2]1[C@@H]2[N@H+]3[C@@H2][C@H]3[C@H]1[C@]21[C@@H2][C@H2]1,0.013076239106135923,cyclic
45288,0.2142,0.2127763,0.21921989198235875,0.0014237016,0.0050198870470941626,17,C1=C[C@@H]2N[C@@H]2[C@@H2][C@@H2]1,0.003596185403150376,cyclic
66421,0.2177,0.21397018,0.20895067371549333,0.0037298203,0.008749330862143384,16,C1[C@H]2[C@@H]3[C@H]2[C@H]2[C@@H]3[N@@H+]12,0.00501951061067854,cyclic
73944,0.2096,0.18807267,0.20628684176500683,0.021527335,0.003313159808555788,18,C1=C[C@H]2N[C@H]2C1,-0.018214175239166075,cyclic
104876,0.2538,0.290833,0.2935000423360794,0.03703299,0.03970003761539154,20,C1[C@@H2][C@]23[C@@H2][C@@H]4[N@H+]2[C@H2][C@@]143,0.0026670459676712,cyclic
92757,0.2941,0.2910035,0.28518374628083915,0.003096491,0.008916240272352993,19,C1[C@H2]O[C@H2]1,0.0058197491739490625,cyclic
32085,0.1844,0.17903557,0.1938015507314103,0.005364433,0.009401543602694795,16,[C+]1N=CC=NO1,0.004037110671748445,cyclic
70580,0.2218,0.22301105,0.21926964995685227,0.0012110472,0.002530349518626851,14,O=C1CCO1,0.0013193023460804643,cyclic
19095,0.2305,0.22501521,0.2221847403054484,0.0054847896,0.00831525742957509,19,[C@@H2]1[C@@H2]C2[C@H2][C@H]2[C@H2]O1,0.0028304678196660327,cyclic
59565,0.1634,0.23587325,0.2136411376241849,0.07247326,0.050241143250863374,20,[CH-]1[C@@H2][N@H+]2C3[C@H2][C@@H]1C32,-0.0222321145292117,cyclic
90700,0.2228,0.21895458,0.23574971455525312,0.0038454235,0.012949713053216072,16,C1CO1,0.009104289593209358,cyclic
10285,0.2913,0.2894134,0.2742390123308779,0.0018866062,0.017060986429345504,17,C1C2[C@H2][C@@H]1[C@H2]2,0.01517438021291484,cyclic
90255,0.3064,0.31327793,0.304192606616327,0.006877929,0.0022073944327147266,22,,-0.004670534539529536,acyclic
13893,0.2367,0.2524885,0.2563788056311625,0.015788496,0.019678807252408836,15,C1O[C@H]2C3[C@H]2O[C@H]13,0.00389031171178994,cyclic
81068,0.2864,0.2876049,0.27439673623917477,0.0012049079,0.012003254081030923,19,C1CO[C@@H2]1,0.010798346186896401,cyclic
101964,0.1436,0.19549808,0.2386976467854927,0.051898077,0.09509764485430222,16,O=C1C[C@H]2[C@H2][C@@H]3[C@H]2N13,0.04319956772398453,cyclic
27228,0.1541,0.13200189,0.19940700064826164,0.02209811,0.045306999789954755,11,[C+]1C=CON=N1,0.02320889066386375,cyclic
33378,0.2195,0.1956898,0.21275552255389119,0.023810208,0.006744482691317555,19,,-0.017065725152462963,acyclic
81151,0.2271,0.22099856,0.21306572300829313,0.0061014444,0.01403427677713015,14,c1cocn1,0.007932832413536095,cyclic
3921,0.3121,0.3036583,0.30282193526386453,0.008441687,0.009278057965047826,20,C1C[C@@H2]C1,0.0008363713347988022,cyclic
97195,0.2601,0.2539033,0.24896773630362543,0.0061967075,0.011132270753564516,17,C1[C@H2][N@@H+]2[C@@H2]C12,0.004935563266458193,cyclic
88649,0.304,0.29861093,0.29417319649727575,0.0053890646,0.00982679372756251,22,C1[C@@H2][N@@H+]2CC12,0.00443772917716273,cyclic
110137,0.2879,0.29884475,0.294597190453615,0.010944754,0.006697189642991819,18,C1CC1,-0.004247564242277346,cyclic
111853,0.2097,0.2003829,0.20551585497186003,0.0093171,0.004184148294474499,20,,-0.0051329517535906866,acyclic
49768,0.2826,0.27457324,0.27054734630147786,0.008026749,0.012052639298039958,16,[C@H2]1O[C@H]2[C@@H2][C@H]3C1[C@@H]23,0.004025890402394816,cyclic
95919,0.2439,0.24297422,0.23927417191591005,0.00092577934,0.004625829133131698,22,C1=C[C@@H]2NC2[C@@H2]1,0.003700049790480331,cyclic
38513,0.2158,0.21753749,0.21517255630853968,0.0017374903,0.0006274459087531048,17,,-0.0011100443876107258,acyclic
108053,0.3396,0.34564728,0.32634235831426434,0.0060472786,0.013257638490926704,25,C1[C@@H2]O1,0.007210359848272285,cyclic
10981,0.2582,0.2426955,0.24490237902550666,0.015504494,0.013297610770178159,17,,-0.0022068835392471953,acyclic
40440,0.1653,0.16526265,0.20706672833080716,3.734231e-05,0.0417667315971417,15,O=C1C[C@@H]2[C@H2][N@@H2+][C@H]12,0.041729389287189916,cyclic
83991,0.2216,0.22948234,0.2224304582337232,0.007882342,0.0008304621437879023,15,O=C1O[C@H]2C=CC1O2,-0.007051879598727662,cyclic
86788,0.3383,0.34194463,0.3264680724353205,0.0036446452,0.011831917264996883,21,C1OC1[C@@H2][C@H]1[C@@H2]O1,0.008187272050916072,cyclic
83627,0.2039,0.19788846,0.20380719169495579,0.0060115308,9.280279757503673e-05,19,C1[C@H2][C@@H2]1,-0.005918727959375342,cyclic
15257,0.2153,0.21141814,0.21047217861287773,0.0038818568,0.004827815140555497,18,C1[C@H2][N@@H+]2[C@@H]3[C@H]1[C@@H2][C@@H]32,0.0009459583414298256,cyclic
24975,0.2806,0.2924052,0.2734650553752307,0.011805177,0.007134955973493673,21,[C@@H2]1[C@@H2][NH2+]1,-0.0046702207614306435,cyclic
99589,0.2466,0.2619212,0.2603699028048691,0.015321195,0.013769900754469322,15,[CH+]1[NH2+][C@H]2C[C@H]2O1,-0.001551294371110512,cyclic
110404,0.2639,0.28227094,0.27262168722052615,0.018370926,0.008721675442648347,17,C1[C@H2][C@H2]O[C@@H2]O1,-0.009649250937509124,cyclic
23384,0.266,0.2645005,0.25103852873703925,0.0014995039,0.014961473885565124,18,[CH+]1[NH2+][C@@H]2[C@@H]3C[C@@H]3[C@@H]2O1,0.013461970034628234,cyclic
67523,0.2667,0.2660933,0.26389260049978314,0.0006066859,0.002807399071063421,23,C1=C[C@@H2][C@H2]C[C@@H2]1,0.0022007131942171076,cyclic
46818,0.2183,0.2057167,0.21143481462652478,0.0125833005,0.006865185206582219,19,,-0.005718115264723628,acyclic
16382,0.1995,0.20204644,0.20418256285137393,0.0025464445,0.004682568335001247,16,c1cn[nH]c1,0.002136123799745815,cyclic
109793,0.2644,0.26803744,0.2819821876481954,0.003637433,0.01758218230761921,18,C1[C@H2]OC[C@H]2O[C@@H]12,0.013944749255556221,cyclic
82456,0.2567,0.26912054,0.25501000478365066,0.012420535,0.001690004323939065,18,C1[C@@H2][C@@H]2[NH2+][C@H]12,-0.010730530763646384,cyclic
113259,0.2147,0.19255535,0.19705128698682345,0.022144645,0.017648711511139503,14,O=c1cc[nH]c(=O)[nH]1,-0.0044959339413598864,cyclic
108046,0.2858,0.28258714,0.28759047293796053,0.0032128692,0.001790462972063922,18,C1O[C@@]12[C@H2][C@H2][C@@H2][C@H2]2,-0.0014224061952639588,cyclic
90335,0.1903,0.16353086,0.2123828829001123,0.026769146,0.02208288020598237,19,O=C1CN[C@@H2][C@H2][C@H2][C@@H2]1,-0.004686266117221671,cyclic
110920,0.3136,0.3133942,0.3056473282440102,0.00020581484,0.007952675475319637,25,,0.007746860636910213,acyclic
92094,0.1594,0.18758912,0.2047126727207321,0.028189123,0.04531267155248106,16,c1cc[nH]c1,0.017123548875631694,cyclic
46369,0.2092,0.22664274,0.21411454478597935,0.017442748,0.004914549983504379,17,O=C1[C@@H2]O[C@@]12[C@H2][C@H]1[C@H2][C@H]12,-0.012528197967049515,cyclic
89477,0.2123,0.23289615,0.21166122130328754,0.020596147,0.0006387812716331098,16,O=C1[C@H2][C@@H]2[C@H2][C@H]1C(=O)N2,-0.01995736531192402,cyclic
45107,0.2242,0.21731424,0.21799807311102984,0.006885752,0.006201922287491585,21,,-0.000683829794379448,acyclic
104580,0.2442,0.21435167,0.228577521058366,0.029848337,0.01562248506899147,16,c1[nH]cc2c1[C@@H2][C@H]1O[C@@H]21,-0.014225852104470443,cyclic
110481,0.2057,0.19594367,0.2139332039754149,0.009756327,0.00823320881531206,14,c1cn2c([nH+]1)N=NC2,-0.0015231178601029793,cyclic
74779,0.2941,0.28313535,0.2834111622584351,0.010964632,0.010688824294757038,14,C1CO1,-0.00027580773954472004,cyclic
37693,0.2417,0.23033209,0.23690001511402803,0.011367902,0.0047999784963540515,17,O=C1O[C@@H2]C2=C[C@H2][C@H2][C@@H]12,-0.0065679236633368054,cyclic
99602,0.2933,0.29238072,0.2915304723443044,0.00091928244,0.0017695304690348301,22,C1[C@@H2]C[C@@]12[C@@H2][NH2+]2,0.0008502480326639805,cyclic
36466,0.282,0.3175149,0.29756709290631167,0.03551489,0.01556708766110293,14,C1[C@H]2O[C@@H]3[C@H]2O[C@H]13,-0.019947803486510596,cyclic
99383,0.3034,0.3186405,0.3058038154952538,0.01524049,0.002403805624724642,26,C1[C@H2][NH2+]1,-0.012836684811829313,cyclic
106153,0.2528,0.23507228,0.24609856167966282,0.017727703,0.0067014261133059305,23,C1=C[C@@H2][C@@H2]C=C[C@H2][C@@H2]1,-0.011026276742757912,cyclic
47723,0.3014,0.29114938,0.2916888043028998,0.010250628,0.009711201514513546,20,,-0.000539426480023808,acyclic
30271,0.3425,0.34208062,0.3124491792708807,0.00041937828,0.030050821921212223,21,[C@H2]1C2[C@H]3[C@@H2][C@@H]2[C@@H]13,0.029631443640572575,cyclic
103520,0.3059,0.3036484,0.3051484762137072,0.0022515953,0.0007515312726361634,20,C1[C@@H2][C@H]2[C@H2][C@@H]12,-0.0015000639860766052,cyclic
92952,0.3178,0.31843102,0.3048588780192834,0.0006310344,0.012941107389499551,24,C1[C@@H2][C@@H]([C@@H2][N@@H+]2[C@H2][C@@H2]2)[C@@H2]1,0.01231007301526249,cyclic
60990,0.2587,0.23745744,0.2548210035767283,0.021242574,0.0038790095839772443,14,,-0.01736356427333019,acyclic
10803,0.2172,0.22401354,0.21994500347681065,0.006813541,0.002745007363033486,21,,-0.004068533691692161,acyclic
105822,0.2557,0.27039438,0.2614841507351304,0.014694393,0.005784158555259822,21,C1[C@H2]C[NH2+]1,-0.008910234125862004,cyclic
105166,0.3128,0.31413317,0.2985953791929979,0.0013331771,0.014204610984156651,20,[C@@H2]1O[C@H]2[C@@H]3N[C@H]2C13,0.01287143389446549,cyclic
111046,0.13,0.14525275,0.18143692431164826,0.015252754,0.051436929080019844,13,O=C1C=C[C@@H2]C1=O,0.03618417498780335,cyclic
15664,0.2657,0.26173633,0.2687960872457318,0.003963679,0.003096074800281956,17,O=C1NC[C@@H]2[C@@H2][C@H]12,-0.0008676042749591328,cyclic
23460,0.3142,0.32974204,0.31185524401666215,0.01554203,0.002344769859299156,25,,-0.0131972604751735,acyclic
12902,0.2679,0.2673703,0.28118234874339354,0.0005296767,0.01328235866160643,16,,0.012752681985809922,acyclic
87831,0.2277,0.22870263,0.22232843897258533,0.0010026395,0.00537155606830822,20,C1CN1,0.004368916536218986,cyclic
58397,0.1724,0.18486077,0.19504426413037235,0.012460768,0.022644266419190706,17,[C+]1C=CN=CO1,0.010183498196381868,cyclic
9208,0.2574,0.2622947,0.2580303497266403,0.0048947036,0.0006303436708083865,23,C1=C[C@@H2][C@@H]2[C@@H2][C@@H2][C@@H]2[C@@H2]1,-0.004264359955824304,cyclic
73171,0.307,0.3078318,0.2968051986343333,0.0008317828,0.010194812571339917,20,C1[C@H]2[C@@H]3[C@@H2][C@@H]([C@H2]O3)[N@@H+]12,0.009363029753499341,cyclic
31822,0.3146,0.33543858,0.32019073611775417,0.020838588,0.005590745273027609,25,C1[C@@H2]O[C@@H2]1,-0.015247843203153422,cyclic
97635,0.285,0.30535278,0.2988574847065988,0.02035278,0.013857488282877473,19,C1[C@@]23[C@@H2]O[C@H2][C@]12O[C@@H2]3,-0.006495292536061736,cyclic
28798,0.2601,0.2694824,0.2576527927876281,0.009382397,0.002447214269561848,19,C1NC2[C@H2][C@@H2]C12,-0.006935182666854778,cyclic
43199,0.2937,0.28980142,0.2989839896950015,0.0038985908,0.0052839801105746265,20,C1O[C@@H]2C1[C@@H]1N[C@H]21,0.0013853893074282642,cyclic
111092,0.2064,0.20936829,0.21357540502171646,0.0029682815,0.007175398012210232,16,c1nnc[nH]1,0.004207116504718167,cyclic
115646,0.2473,0.24698356,0.26118345793478626,0.00031644106,0.013883458936144288,19,C1O[C@H2][C@@H2][N@H+]2[C@@H2][C@@H]12,0.01356701787703174,cyclic
109300,0.2129,0.22513862,0.23396944201742634,0.012238622,0.021069444187035408,16,C1N[C@@H]2[C@@H2]N[C@H]12,0.00883082247530445,cyclic
59596,0.3018,0.2881842,0.3024666505009283,0.013615817,0.0006666379124273258,21,C1C[C@@H2]C1,-0.01294917891916142,cyclic
3363,0.2257,0.23185682,0.2332748816555524,0.006156817,0.007574875766613504,19,C1=C[C@H]2O[C@H]3C1[C@@H]23,0.0014180586880231105,cyclic
27131,0.2183,0.22297855,0.22585444421456197,0.0046785474,0.007554444381454972,20,,0.002875896999100236,acyclic
95054,0.3224,0.31828976,0.29413708942959566,0.004110247,0.028262914242050463,18,[C@@H2]1[C@H]2[C@@H]3[C@@H]4[C@@H]5[C@H]2[C@]13[C@@H2][N@@H+]54,0.02415266734530669,cyclic
72774,0.3332,0.33295673,0.3252259026013061,0.00024327636,0.00797410507577212,23,C1[C@H]2[C@@H2][C@H]2[C@@]12[C@@H2][C@H2][C@@H2]2,0.007730828718121363,cyclic
9314,0.2049,0.21227972,0.24753878759703146,0.0073797256,0.04263879107794272,15,C1[NH2+][C@H]2C[C@H]2O1,0.035259065502495635,cyclic
1173,0.2498,0.25508592,0.2560905602648907,0.0052859187,0.006290563650434511,25,C1=C[C@H2][C@@H2][C@H2]1,0.001004644937818544,cyclic
110985,0.2002,0.21178804,0.21137152426159198,0.011588037,0.011171517895815913,18,C1N[C@H]2[C@@H2]C12,-0.000416519118191655,cyclic
24450,0.2803,0.28077382,0.28252098668544035,0.00047382712,0.0022209953161929086,21,,0.0017471681925509408,acyclic
62748,0.2014,0.21220893,0.21561960748270448,0.01080893,0.014219610605987865,21,O=C1C[C@@H2]C1,0.003410680805000621,cyclic
107046,0.2544,0.26554698,0.2620634461440279,0.011146963,0.0076634312667085425,22,C1=NC[C@H2][C@@H2][C@@H2]O1,-0.0034835313759611353,cyclic
74975,0.3183,0.31165433,0.30959254846330597,0.0066456795,0.008707460310497739,19,C1C[C@H]2O[C@@H]12,0.0020617808366207857,cyclic
103312,0.3415,0.3096586,0.3076144093457314,0.031841427,0.033885604720964746,22,C1[C@H2][C@@H2][C@@H2][C@@H2][C@@H2]1,0.0020441776331809325,cyclic
66404,0.1685,0.18101764,0.19020634441497977,0.012517631,0.021706338216096716,16,O=c1cncco1,0.009188707162172155,cyclic
45269,0.1879,0.20198496,0.20276425808244478,0.01408495,0.01486425131135713,13,C1=Cc2oncc2[C@@H2]1,0.0007793012219024786,cyclic
113062,0.1734,0.19528596,0.20180819281488102,0.021885961,0.028408193077141458,17,,0.006522231782967264,acyclic
107491,0.2775,0.28578573,0.28323570106216656,0.008285731,0.0057356974858878695,18,,-0.0025500335913063443,acyclic
59840,0.2056,0.20855276,0.2116964684724524,0.0029527694,0.006096475005121477,13,c1ccoc1,0.0031437056064322066,cyclic
85795,0.224,0.21198347,0.22354147104208227,0.012016535,0.00045853587205652024,21,O=C1[C@@H2][C@@H]2CC2[C@@H2]1,-0.011557998933241331,cyclic
53969,0.2348,0.21587436,0.24091387095495703,0.018925637,0.006113874936547303,20,c1ccn([C@@H]2[C@@H2][C@@H2]2)c1,-0.01281176207021234,cyclic
73912,0.2527,0.24181274,0.25788989959203096,0.010887265,0.005189898590672926,17,,-0.005697366614710375,acyclic
80924,0.3226,0.3333999,0.3224581224217473,0.010799885,0.00014188463544262397,25,C1C[C@H2]C1,-0.010658000160699954,cyclic
13261,0.2948,0.3097894,0.3102145253348594,0.014989376,0.015414512031102667,21,C1[C@@H]2O[C@@H2][C@H2][C@H]12,0.00042513596298743295,cyclic
30457,0.3049,0.29768315,0.28664808694065824,0.007216841,0.018251903617966025,17,,0.011035062635528892,acyclic
96285,0.1969,0.17016512,0.21650137109574183,0.026734874,0.01960137588795527,9,c1ncon1,-0.007133497764502922,cyclic
107986,0.2137,0.19161712,0.20297547848187994,0.02208288,0.01072451798952509,15,O=C1[C@@H2]C=C[C@@]12[C@H2]N2,-0.011358362149825801,cyclic
71365,0.1739,0.1336814,0.1883216815607285,0.04021859,0.014421688260290583,12,,-0.025796903429772894,acyclic
42440,0.2099,0.19504589,0.21400934719848183,0.014854118,0.004109340546603474,16,C1[C@@H2][C@H]2C[C@@H]12,-0.010744777681355205,cyclic
112013,0.287,0.29000837,0.2907845287893823,0.0030083656,0.0037845283125451656,18,C1CC1,0.00077616268144165,cyclic
26021,0.1994,0.19822985,0.20208342548182762,0.0011701435,0.0026834326582268475,19,O=C1C=C[C@H2][C@H2]1,0.0015132891731575726,cyclic
99628,0.2223,0.22343358,0.23362813441411437,0.0011335909,0.011328141375936879,15,c1cn[nH]c1,0.010194550439276112,cyclic
21328,0.3143,0.32345745,0.31396011498633575,0.009157449,0.00033988568123627383,21,C1[C@@H]2[C@@H]3[C@@H2]O[C@H]1[C@H]2[C@H2]3,-0.008817563325798028,cyclic
101681,0.1589,0.17435199,0.1830349715308341,0.0154519975,0.02413497882644261,13,O=c1cconc1,0.008682981307903181,cyclic
73561,0.2514,0.27571526,0.26448813903900803,0.024315268,0.013088145142523655,20,C1[C@H2][NH2+]1,-0.011227122658761135,cyclic
101707,0.2329,0.24534915,0.24686274171543837,0.01244916,0.013962748057372576,19,C1=C[C@H]2C[C@H]2O[C@H2]1,0.0015135878391337454,cyclic
